indic_ed,unit,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 
FP04_1,PC,IS	15.53 d	14.74 	15.32 d	13.10 d	17.41 d	18.12 d	17.97 d	16.98 d	16.89 d	15.34 	14.64 d	13.91 d	13.75 d	13.90 d	13.25 d	12.52 d	11.36 d	: 	: 	: 	: 
FP04_1,PC,IT	8.64 	8.93 	9.05 	9.39 	8.95 	9.64 	9.20 	9.59 	9.82 	9.76 	10.13 	9.85 	9.28 	9.42 	8.88 	9.12 	9.09 	: 	: 	: 	: 
FP04_1,PC,LT	13.37 	12.69 	12.56 	12.87 	13.14 	14.08 	14.35 	15.20 	15.19 	16.42 	15.98 	14.39 	15.88 	14.74 	11.59 	13.57 	14.07 	: 	: 	: 	: 
FP04_1,PC,LU	: 	: 	: 	: 	8.67 d	8.83 d	9.10 d	9.09 d	9.01 d	9.13 d	9.82 d	: 	: 	: 	9.41 d	8.82 d	9.35 d	: 	: 	: 	: 
FP04_1,PC,LV	12.91 	11.43 	12.81 	14.61 	14.10 	13.39 	14.34 	14.25 	15.99 	18.35 	20.64 	15.08 	13.80 	14.10 	14.65 	13.62 	15.62 	: 	: 	: 	: 
FP04_1,PC,MT	19.26 	16.07 	12.53 	13.30 d	14.79 	14.94 	15.11 b	10.70 	9.81 	10.13 	10.36 	10.96 	10.29 	11.13 	: 	: 	: 	: 	: 	: 	: 
FP04_1,PC,NL	11.89 	11.65 	11.56 	11.90 	11.76 	12.08 	12.34 	11.94 	11.62 	11.30 	11.22 	11.28 	10.64 	10.16 	9.85 	10.06 	8.98 	: 	: 	: 	: 
FP04_1,PC,NO	15.15 	15.21 	15.67 	16.09 	16.51 d	16.20 d	16.68 d	16.45 d	15.67 d	16.10 d	16.27 d	15.94 d	15.30 d	15.29 d	15.99 d	14.15 d	14.44 d	: 	: 	: 	: 
FP04_1,PC,PL	11.39 	11.38 d	11.41 d	11.76 d	11.65 d	11.98 d	12.58 d	12.68 d	11.97 d	12.23 d	12.38 d	11.16 d	11.21 d	10.51 d	9.64 d	9.23 d	10.02 d	: 	: 	: 	: 
FP04_1,PC,PT	10.69 d	10.92 d	11.63 d	10.92 d	11.50 d	11.22 d	11.20 d	11.23 d	12.03 d	12.39 d	12.49 d	12.61 d	12.56 d	12.74 d	12.51 d	12.10 d	11.92 d	: 	: 	: 	: 
FP04_1,PC,RO	7.79 	8.79 	10.31 	: u	11.11 	: u	10.34 	9.77 	10.30 	10.03 	8.98 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_1,PC,SE	13.25 	13.35 	13.22 	13.06 	12.98 	12.80 	12.79 	13.08 	12.96 	13.24 	12.94 	13.01 	12.47 	12.69 	12.09 	11.29 	10.67 	: 	: 	: 	: 
FP04_1,PC,SI	11.39 	11.49 	11.69 	11.81 	12.19 	12.90 	12.71 	12.58 	12.54 	12.47 	12.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_1,PC,SK	10.43 d	10.60 d	9.84 d	10.35 d	10.59 d	10.40 d	10.13 d	11.13 d	10.71 d	9.56 d	8.98 d	7.53 d	8.74 d	7.41 d	7.38 d	7.32 d	9.20 d	: 	: 	: 	: 
FP04_1,PC,UK	12.12 d	12.16 d	11.59 d	11.93 d	12.17 d	12.38 d	12.39 d	12.17 d	12.66 d	12.62 d	12.14 d	11.51 d	11.36 d	11.63 d	11.43 d	11.36 d	11.70 d	: 	: 	: 	: 
FP04_2,PC,AT	10.21 	9.98 	10.19 	9.98 	9.91 	9.94 	10.08 	9.43 	10.21 	10.46 	10.55 	10.27 	10.37 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,BE	11.59 d	11.88 d	11.62 d	12.33 d	11.85 d	11.76 d	10.84 d	11.49 d	11.19 d	11.65 d	11.78 d	9.98 d	10.35 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,BG	8.91 	8.96 	9.36 	9.98 	8.46 	10.08 	9.66 	9.68 	9.64 	9.49 	8.63 	8.96 	9.29 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,CH	15.22 	15.03 	15.19 	14.80 	14.61 	15.38 	15.19 	15.02 	15.30 	14.65 	14.64 	13.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,CY	14.42 	14.59 	14.79 	15.43 	14.50 	14.35 	14.00 	13.97 	14.56 	14.67 	14.18 	13.22 	13.24 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,CZ	10.14 	9.39 	9.36 	9.13 	9.51 	10.13 	9.07 	9.27 	8.25 	8.64 	8.46 	8.68 	8.91 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,DE	9.78 	9.42 	9.33 	9.29 	9.19 	8.99 	8.97 	9.07 	9.05 	9.13 	8.85 	9.35 	8.85 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,DK	12.91 d	13.02 d	12.91 d	12.52 d	12.89 d	12.90 d	12.96 d	12.58 	12.17 	12.40 d	12.49 d	11.88 d	11.64 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,EE	13.16 	13.30 	12.90 	13.39 	13.19 	13.20 	13.68 	13.99 	14.30 	14.08 	13.92 	15.52 d	16.14 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,EL	: 	: 	: 	: 	: 	: 	9.12 	8.26 	7.79 	7.77 d	7.56 d	7.14 d	7.26 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,ES	10.14 	10.34 	10.48 	10.75 	10.74 	10.78 	10.67 	10.61 	10.82 	10.63 	10.66 	10.64 	10.70 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,FI	11.45 	11.40 	11.25 	11.56 	11.59 	11.66 	11.60 	11.82 	11.79 	11.66 	11.58 	11.18 	10.83 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,FR	9.77 	9.98 	10.02 	10.15 	10.29 	10.18 	10.18 	10.46 	10.66 	10.73 	11.04 	11.20 	10.61 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,HR	8.63 	9.12 	9.49 	9.88 	9.08 	9.07 	9.06 	8.52 	8.72 	7.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,HU	8.87 	9.24 	9.37 	9.79 	9.89 	9.83 	10.24 	10.32 	11.11 	9.51 	9.47 	9.30 	9.07 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,IE	11.98 	8.95 	12.22 	12.11 d	11.99 	12.32 	12.46 	12.43 	12.22 	11.90 	12.05 	12.73 	9.18 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,IS	14.60 d	13.59 	14.40 d	12.42 d	16.55 d	17.20 d	17.04 d	16.16 d	15.61 d	14.60 	13.90 d	13.21 d	13.08 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,IT	8.08 	8.32 	8.50 	8.95 	8.46 	9.20 	8.79 	9.17 	9.37 	9.34 	9.80 	9.43 	8.91 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,LT	12.79 	12.07 	11.99 	12.31 	12.54 	13.11 	13.15 	14.03 	14.12 	15.35 	14.97 	14.47 	15.29 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,LU	: 	: 	: 	: 	8.48 d	8.64 d	8.90 d	8.89 d	8.80 d	8.94 d	9.30 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,LV	12.13 	10.80 	12.15 	13.99 	13.50 	12.68 	13.43 	13.19 	14.72 	16.90 	18.74 	16.59 	12.54 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,MT	16.75 	13.48 	12.52 	13.30 d	14.79 	14.94 	15.11 b	10.63 	8.90 	9.12 	9.36 	9.95 	9.25 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,NL	10.18 	10.10 	10.06 	10.12 	10.25 	10.36 	10.82 	10.42 	10.23 	10.07 	9.88 	9.77 	9.31 	9.23 	8.73 	8.84 	8.02 	: 	: 	: 	: 
FP04_2,PC,NO	12.48 	12.87 	13.06 	12.98 	13.30 d	13.26 d	13.46 d	13.40 d	13.27 d	14.07 d	14.29 d	14.01 d	13.49 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,PL	10.97 	10.96 d	11.25 d	11.59 d	11.36 d	11.71 d	12.39 d	12.58 d	11.87 d	11.93 d	12.23 d	11.83 d	11.13 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,PT	10.16 d	10.35 d	10.95 d	10.45 d	11.07 d	10.85 d	10.91 d	11.02 d	11.85 d	12.12 d	12.23 d	12.23 d	12.30 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,RO	7.47 	8.49 	9.99 	: u	10.89 	: u	9.87 	9.52 	10.10 	9.79 	8.60 	7.20 	7.11 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,SE	11.81 	11.89 	11.79 	11.73 	11.60 	11.38 	11.35 	11.53 	11.37 	11.49 	10.99 	11.00 	10.33 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,SI	10.35 	10.53 	10.78 	10.88 	11.21 	11.80 	11.58 	11.42 	11.33 	11.23 	10.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,SK	9.59 	9.72 	9.00 	9.45 	9.76 d	9.84 d	9.63 d	10.54 d	10.39 d	8.78 d	8.66 d	7.47 d	8.66 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_2,PC,UK	9.49 d	8.56 d	8.49 d	8.73 d	8.97 d	9.94 d	11.43 d	11.42 d	12.02 d	11.98 d	12.02 d	11.36 d	10.73 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,AT	1.20 	1.22 	1.17 	1.11 	1.06 	1.06 	0.80 d	0.76 d	0.56 d	0.74 d	0.64 d	0.73 d	0.55 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,BE	0.64 d	0.61 d	0.60 d	0.59 d	0.60 d	0.58 d	0.58 d	0.62 d	0.61 d	0.58 d	0.42 d	0.44 d	0.50 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,BG	1.83 	1.99 	1.69 	1.57 	1.44 	1.67 	1.73 	1.72 	0.81 	0.46 	0.49 	0.44 	0.32 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,CH	0.46 	0.43 	0.50 	0.61 	0.61 	0.51 	0.48 	0.45 	0.44 	0.43 	0.45 	0.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,CY	2.59 d	2.57 d	2.47 d	2.25 d	2.31 d	2.14 d	2.12 d	1.99 d	1.97 d	1.83 d	1.56 d	1.40 d	1.34 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,CZ	0.30 	0.32 	0.40 	0.39 	0.37 	0.40 	0.41 	0.43 	0.40 	0.46 	0.50 d	0.51 d	0.48 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,DE	1.25 	1.20 	1.14 	1.07 	1.14 	0.77 	0.77 	0.75 	0.73 	0.72 	0.62 	0.61 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,DK	2.24 	2.24 	2.14 	2.39 	2.48 	2.55 	2.76 	2.87 	2.96 	3.06 d	3.08 d	3.56 d	3.02 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,EE	0.57 	0.69 	0.57 	0.76 d	0.69 d	0.78 	0.85 d	0.50 d	0.89 d	1.21 d	1.14 d	1.20 d	0.58 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,EL	: 	: 	: 	: 	: 	: 	0.06 	0.17 d	0.16 d	0.16 d	0.17 d	0.11 d	0.08 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,ES	0.40 	0.42 	0.38 	0.41 	0.36 	0.34 	0.33 d	0.31 d	0.31 d	0.29 d	0.29 d	0.29 d	0.29 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,FI	0.81 	0.87 	0.89 	0.84 	0.86 	0.91 	0.92 	0.96 	1.00 	1.03 	1.07 d	1.01 d	0.96 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,FR	0.39 	0.39 	0.39 	0.39 	0.38 	0.40 	0.41 d	0.43 d	0.43 d	0.43 d	0.48 d	0.48 d	0.44 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,HR	0.11 	0.07 	0.06 	0.07 	0.06 	0.06 	0.07 	0.05 	0.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,HU	0.55 	0.56 	0.58 	0.56 	0.54 	0.60 	0.65 	0.77 	0.80 	0.94 	1.11 	0.27 	0.27 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,IE	1.09 	0.83 	1.13 	1.15 	1.38 	1.44 	1.49 	1.46 	0.88 	0.85 d	0.75 d	0.86 d	0.62 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,IS	0.93 d	1.15 	0.92 d	0.68 	0.87 d	0.92 d	0.93 d	0.82 d	1.28 d	0.73 	0.74 d	0.67 d	0.67 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,IT	0.56 	0.61 	0.55 	0.44 	0.49 	0.44 	0.41 	0.42 	0.45 	0.42 	0.33 	0.42 	0.37 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,LT	0.58 	0.61 	0.57 	0.55 	0.59 	0.97 	1.20 	1.18 	1.07 	1.07 	1.01 	0.64 	0.59 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,LU	: 	: 	: 	: 	0.20 d	0.20 d	0.20 d	0.20 d	0.21 d	0.18 d	0.53 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,LV	0.78 	0.63 	0.66 	0.62 	0.60 	0.71 	0.91 	1.06 	1.27 	1.44 	1.91 	1.84 	1.26 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,MT	2.51 	2.59 	0.01 	: 	: 	0.00 	: 	0.06 d	0.91 d	1.01 d	1.00 d	1.04 d	1.04 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,NL	1.72 	1.54 	1.50 	1.78 	1.51 	1.72 	1.52 	1.52 	1.39 	1.23 	1.34 	1.52 	1.33 	1.36 	1.39 	1.38 	1.18 	: 	: 	: 	: 
FP04_3,PC,NO	2.67 	2.34 	2.61 d	3.12 	3.21 d	2.94 d	3.22 d	3.05 d	2.40 d	2.03 	1.99 	1.93 	1.81 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,PL	0.42 	0.42 d	0.15 d	0.17 d	0.29 d	0.27 d	0.20 d	0.11 d	0.10 d	0.30 d	0.15 d	0.07 d	0.08 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,PT	0.53 d	0.57 d	0.69 d	0.47 d	0.43 d	0.37 d	0.29 d	0.21 d	0.18 d	0.26 d	0.26 d	0.28 d	0.26 d	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,RO	0.31 	0.30 	0.32 	: u	0.21 	: u	0.47 	0.25 	0.20 	0.23 d	0.38 d	0.23 	1.39 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,SE	1.43 	1.46 	1.43 	1.33 	1.38 	1.42 	1.44 	1.55 	1.59 	1.75 	1.95 	2.00 	2.14 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,SI	1.04 	0.96 	0.91 	0.93 	0.99 	1.10 	1.13 d	1.16 d	1.21 d	1.23 d	1.55 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,SK	0.84 d	0.87 d	0.84 d	0.90 d	0.82 d	0.57 d	0.51 d	0.59 d	0.32 d	0.77 	0.32 	0.06 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 
FP04_3,PC,UK	2.62 d	3.60 d	3.10 d	3.20 d	3.20 d	2.43 d	0.95 d	0.75 d	0.63 d	0.64 d	0.12 d	0.27 d	0.63 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,AT	0.51 	0.52 	0.50 	0.50 	0.47 	0.59 	0.47 	0.39 	0.30 	0.38 	0.32 	0.33 	0.30 	0.39 	0.50 	0.40 	0.40 	: 	: 	: 	: 
FP05_1,PC,BE	0.32 d	0.34 d	0.38 d	0.37 d	0.34 d	0.34 d	0.35 d	0.34 d	0.35 d	0.36 d	0.36 d	0.43 d	0.27 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,BG	0.65 	0.63 	0.66 	0.56 	0.58 	0.62 	0.58 	0.62 	0.65 	0.67 d	0.68 d	0.64 	0.56 d	0.60 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,CH	0.48 d	0.48 	0.58 d	0.54 d	0.53 d	0.54 	0.55 	0.56 	0.61 	0.60 	0.54 	0.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,CY	1.70 	1.61 	1.53 	1.36 	1.27 	1.21 	1.21 	1.18 	1.36 	1.41 	1.25 	2.62 	2.51 	1.72 	1.78 	1.71 	1.58 	: 	: 	: 	: 
FP05_1,PC,CZ	0.59 	0.57 	0.57 	0.55 	0.50 	0.53 	0.55 	0.58 	0.36 	0.23 	0.39 	0.40 	0.53 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,DE	0.69 	0.74 	0.80 	0.70 	0.69 	0.71 	0.92 	0.92 	0.92 	0.88 	0.97 	0.97 	1.01 	: 	1.00 	: 	1.02 	: 	: 	: 	: 
FP05_1,PC,DK	0.43 	0.44 	0.33 	0.55 	0.53 	0.58 	0.57 	0.32 d	0.32 d	0.28 d	0.27 d	0.27 d	0.27 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,EE	0.33 d	0.41 d	0.36 d	0.30 d	0.31 d	0.34 	0.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,EL	: 	: 	: 	: 	: 	: 	0.26 	0.19 	0.20 	0.17 d	0.21 d	0.24 d	0.23 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,ES	0.85 	0.82 d	0.72 d	0.66 d	0.61 d	0.52 	0.53 	0.61 	0.54 	0.54 	0.57 	0.60 	0.92 	0.72 	0.74 	0.80 	0.85 	: 	: 	: 	: 
FP05_1,PC,FI	0.15 	0.15 	0.16 	0.15 	0.14 	0.15 	0.13 	0.13 	0.13 	0.13 	0.12 	0.11 	0.13 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,FR	0.65 	0.64 	0.61 	0.60 	0.54 	0.54 	0.55 	0.55 	0.56 	0.56 	0.56 	0.56 	0.49 d	0.51 d	0.52 d	0.53 d	0.54 d	: 	: 	: 	: 
FP05_1,PC,HR	0.40 d	0.27 d	0.37 d	0.36 d	0.35 	0.38 	0.28 	: 	: 	0.13 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,HU	: z	: z	: z	: z	: z	0.54 	0.49 	0.52 	0.56 	0.55 	0.56 	0.58 	0.63 	0.61 	0.64 	0.61 	0.61 	: 	: 	: 	: 
FP05_1,PC,IE	0.47 	0.48 d	0.36 d	0.34 d	0.24 d	0.28 	0.29 	0.32 	0.31 	0.28 	0.34 	0.42 	0.25 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,IS	0.74 d	0.75 	0.74 d	0.71 d	0.77 d	0.81 d	0.72 d	0.74 d	0.70 d	0.57 d	0.53 d	0.56 d	0.52 d	0.53 d	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,IT	0.49 	0.46 	0.45 	0.41 	0.39 	0.37 	0.40 	0.42 	0.39 	0.35 	0.31 	0.43 	0.46 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,LI	0.66 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,LT	0.65 	0.68 	0.66 	0.51 	0.45 	0.46 	0.49 	0.47 	0.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,LV	0.62 	0.57 	0.58 	0.60 	0.56 	0.66 	0.77 	0.82 	0.87 	0.95 d	0.96 d	0.63 d	0.57 d	0.52 	0.44 	0.40 	0.43 	: 	: 	: 	: 
FP05_1,PC,MT	1.27 	1.31 	1.32 	0.30 	0.37 	0.37 	0.37 b	0.43 	1.33 	0.59 	0.81 	0.47 d	0.26 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,NL	1.09 	1.04 	1.02 	0.94 	0.90 	0.88 	0.91 	0.95 	0.91 	0.88 	0.83 	0.82 	0.83 	0.45 	0.46 	0.50 	0.48 	: 	: 	: 	: 
FP05_1,PC,NO	0.10 d	0.10 d	0.11 d	0.09 d	: 	: 	: d	0.05 d	0.10 d	0.26 	0.25 	0.08 d	0.11 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,PL	0.70 d	0.80 d	0.77 d	0.74 d	0.50 d	0.54 d	0.55 d	0.59 d	0.66 d	0.64 d	: 	: 	0.15 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,PT	0.40 	0.43 	0.38 d	0.49 d	0.44 d	0.43 d	0.41 d	0.13 d	0.09 d	0.08 d	0.08 d	0.08 d	0.07 d	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,RO	0.11 	0.12 	0.11 	: u	0.50 	: u	0.40 	: 	: 	0.16 d	0.21 d	0.25 d	0.31 d	0.18 d	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,SE	0.17 	0.16 	0.18 	0.17 	0.16 	0.17 	0.19 	0.19 	0.19 	0.17 	0.20 	0.19 	0.19 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,SI	0.67 	0.68 	0.68 	0.63 	0.72 	0.76 	0.78 	0.83 	0.83 	0.83 	0.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP05_1,PC,SK	0.62 d	0.72 d	0.72 d	0.70 d	0.53 d	0.62 d	0.70 d	0.75 d	0.45 d	0.20 	0.11 	0.15 d	0.09 d	0.10 	: 	: 	0.12 	: 	: 	: 	: 
FP05_1,PC,TR	0.39 	: 	: 	: 	: 	: 	: 	0.08 	0.04 d	0.33 d	0.03 	0.05 d	0.04 d	0.05 d	0.05 d	0.06 d	0.04 d	: 	: 	: 	: 
FP05_1,PC,UK	1.57 d	1.99 d	1.84 d	1.70 d	1.72 d	1.41 d	1.22 d	0.92 d	0.94 d	0.89 d	0.82 d	0.78 d	0.82 d	: 	: 	: 	: 	: 	: 	: 	: 
FP06_1,PC,AT	5.84 	5.91 	6.03 	5.48 	5.40 	5.46 	5.49 	5.52 	5.58 	5.75 	5.86 	5.77 	5.97 	5.86 	5.89 	5.96 	6.15 	: 	: 	: 	: 
FP06_1,PC,BE	6.49 d	6.46 d	6.61 d	6.34 d	5.94 d	5.93 d	5.88 d	5.89 d	5.93 d	6.01 d	5.90 d	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP06_1,PC,BG	3.96 	4.18 	4.68 	4.65 	4.19 	4.15 	4.25 	4.34 	4.02 	3.85 	3.69 	3.98 	4.07 	4.36 	2.73 	2.68 	3.48 	: 	: 	: 	: 
FP06_1,PC,CH	5.23 	4.93 	5.24 	5.30 	4.84 	4.88 	5.05 	5.20 	5.33 	5.40 	5.03 	4.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP06_1,PC,CY	7.79 d	8.18 d	8.34 d	7.54 d	7.38 d	7.36 d	7.25 d	7.08 d	7.54 d	6.83 d	6.32 d	5.80 d	5.56 d	5.74 d	5.62 d	4.99 d	4.77 d	: 	: 	: 	: 
FP06_1,PC,CZ	4.83 	4.59 	4.67 	4.11 	4.37 	4.66 	4.26 	4.41 	4.48 	4.31 	4.05 	3.89 	4.07 	4.01 	4.51 	4.75 	4.65 	: 	: 	: 	: 
FP06_1,PC,DE	4.87 	4.97 	4.93 	4.51 	4.42 	4.34 	4.52 	4.58 	4.78 	4.79 	4.56 	4.50 	4.55 	: 	4.55 	: 	4.64 	: 	: 	: 	: 
FP06_1,PC,DK	8.52 d	8.61 d	8.60 d	7.56 d	7.73 d	7.82 d	8.18 d	8.39 	8.38 	8.54 d	8.56 d	8.47 d	8.18 d	8.36 d	7.99 d	8.13 d	7.77 d	: 	: 	: 	: 
FP06_1,PC,EE	5.44 	5.99 	6.22 	5.91 	5.05 d	4.96 	5.07 	5.17 	5.58 	5.70 	5.46 	5.81 d	6.84 d	5.75 d	6.09 d	6.00 d	5.83 d	: 	: 	: 	: 
FP06_1,PC,EL	: 	: 	: 	: 	: 	: 	4.15 	3.86 d	3.58 d	3.56 d	3.48 d	3.76 d	: d	3.38 d	3.35 d	2.99 d	2.78 d	: 	: 	: 	: 
FP06_1,PC,ES	4.92 	5.05 	5.11 	4.75 	4.45 	4.34 	4.29 	4.30 	4.33 	4.31 	4.31 	4.32 	4.43 	4.55 	4.58 	4.71 	4.67 	: 	: 	: 	: 
FP06_1,PC,FI	6.74 	6.75 	6.71 	6.07 	5.90 	6.13 	6.27 	6.37 	6.48 	6.21 	6.07 	5.94 	6.16 	6.38 	6.60 	7.14 	7.10 	: 	: 	: 	: 
FP06_1,PC,FR	5.56 	5.75 	5.79 	5.52 	5.52 	5.51 	5.59 	5.73 	5.86 	5.86 	5.87 	5.95 	5.72 d	5.93 d	6.03 d	6.02 d	6.07 d	: 	: 	: 	: 
FP06_1,PC,HR	4.33 d	4.43 d	4.57 d	4.44 d	4.10 d	4.14 d	4.07 d	3.94 	4.06 d	3.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
FP06_1,PC,HU	4.97 	5.14 	5.35 	5.45 	5.69 	5.75 	5.77 	5.74 	6.20 	5.68 	5.33 	4.80 	4.96 	5.00 	5.04 	4.83 	5.76 	: 	: 	: 	: 
FP06_1,PC,IE	7.58 	7.62 	7.71 	6.54 d	5.69 	5.40 	5.47 	5.44 	5.08 	5.14 	5.01 	4.99 	3.88 	5.41 	5.69 	5.80 	5.61 	: 	: 	: 	: 
FP06_1,PC,IS	8.57 d	9.22 	9.70 d	9.63 d	7.74 d	8.01 d	7.88 d	7.79 d	7.83 d	6.80 d	6.44 d	6.11 d	5.90 d	5.99 d	5.69 d	5.59 d	5.01 d	: 	: 	: 	: 
FP06_1,PC,IT	4.32 	4.52 	4.72 	4.61 	4.27 	4.66 	4.41 	4.57 	4.75 	4.63 	4.87 	4.55 	4.49 	4.66 	4.46 	4.81 	4.94 	: 	: 	: 	: 
FP06_1,PC,LT	5.37 	5.47 	5.54 	5.03 	4.82 	4.92 	4.96 	5.27 	5.27 	5.86 	5.93 	5.73 	6.53 	6.10 	5.53 	5.20 	5.09 	: 	: 	: 	: 
FP06_1,PC,LU	: 	: 	: 	: 	3.91 d	4.48 d	4.40 d	4.43 d	4.86 d	4.57 d	4.22 d	: 	: 	: 	4.06 d	3.77 d	4.01 d	: 	: 	: 	: 
FP06_1,PC,LV	4.92 	4.87 	5.19 	5.76 	5.24 	5.29 	5.20 	5.23 	5.60 	6.58 	7.20 	5.63 	5.82 	5.77 	5.35 	5.06 	6.12 	: 	: 	: 	: 
